date;categoryName;payee;comment;outcomeAccountName;outcome;outcomeCurrencyShortTitle;incomeAccountName;income;incomeCurrencyShortTitle;createdDate;changedDate;qrCode
2024-04-29;"Отпуск  / Еда, бухло ";"DZHEM";;"Тиньк";"2350";RUB;"Тиньк";"0";RUB;"2024-04-29 17:57:17";"2024-05-15 12:33:23";
2024-04-29;"Отпуск  / Транспорт, сервис ";"PTSMUP";;"Тиньк";"35";RUB;"Тиньк";"0";RUB;"2024-04-29 17:36:23";"2024-05-15 12:33:23";
2024-04-29;"Отпуск  / Еда, бухло ";"OOO Akio";;"Тиньк";"530";RUB;"Тиньк";"0";RUB;"2024-04-29 13:18:09";"2024-05-15 12:33:23";
2024-04-29;"Отпуск  / Еда, бухло ";"LLC Kpexim";;"Тиньк";"450";RUB;"Тиньк";"0";RUB;"2024-04-29 13:22:07";"2024-05-15 12:33:23";
2024-04-29;"Отпуск  / Еда, бухло ";"PHAN THIET";;"Тиньк";"280";RUB;"Тиньк";"0";RUB;"2024-04-29 13:16:13";"2024-05-15 12:33:23";
2024-04-29;"Отпуск  / Транспорт, сервис ";"PTSMUP";;"Тиньк";"35";RUB;"Тиньк";"0";RUB;"2024-04-29 13:03:01";"2024-05-15 12:33:23";
2024-04-29;"Отпуск  / Еда, бухло ";"Tipografiya.";;"Тиньк";"230";RUB;"Тиньк";"0";RUB;"2024-04-29 12:06:09";"2024-05-15 12:33:23";
2024-04-29;"Отпуск  / Еда, бухло ";"Krep De Kofe";;"Тиньк";"1795";RUB;"Тиньк";"0";RUB;"2024-04-29 08:10:17";"2024-05-15 12:33:23";
2024-04-28;"Еда";"Plus";;"Pay card";"100";RUB;"Pay card";"0";RUB;"2024-04-28 17:14:40";"2024-05-29 20:02:12";
2024-04-28;"Отпуск  / Транспорт, сервис ";"NSK METROPOLITEN";;"Тиньк";"35";RUB;"Тиньк";"0";RUB;"2024-04-28 17:09:56";"2024-05-15 12:33:23";
2024-04-28;"Отпуск  / Еда, бухло ";"Gusi V Gorode";;"Тиньк";"3280";RUB;"Тиньк";"0";RUB;"2024-04-28 16:45:24";"2024-05-15 12:33:23";
2024-04-28;"Отпуск  / Транспорт, сервис ";"TRANSPORT NSK METRO";;"Тиньк";"35";RUB;"Тиньк";"0";RUB;"2024-04-28 14:57:41";"2024-05-15 12:33:23";
2024-04-28;"Отпуск  / Еда, бухло ";"MAGAZIN ANGARIYA";;"Тиньк";"198";RUB;"Тиньк";"0";RUB;"2024-04-28 14:05:47";"2024-05-15 12:33:57";
2024-04-28;"Отпуск  / Еда, бухло ";"Бато Б.";"Буузы";"Тиньк";"1090";RUB;"Тиньк";"0";RUB;"2024-04-28 11:09:06";"2024-05-15 12:28:20";
2024-04-28;"Отпуск  / Еда, бухло ";"Beerman&Pelmeni";;"Тиньк";"192";RUB;"Тиньк";"0";RUB;"2024-04-28 07:26:49";"2024-05-15 12:33:23";
2024-04-28;"Отпуск  / Еда, бухло ";"AKADEMIYA KOFE";;"Тиньк";"1070";RUB;"Тиньк";"0";RUB;"2024-04-28 06:30:51";"2024-05-15 12:28:20";
2024-04-27;"Транспорт";"Taxi";;"Pay card";"161";RUB;"Pay card";"0";RUB;"2024-04-27 16:20:42";"2024-05-29 20:02:12";
2024-04-27;"Еда / Рестораны";"Top-up";;"Pay card";"0";RUB;"Pay card";"1000";RUB;"2024-04-27 16:11:12";"2024-05-29 20:02:12";
2024-04-27;"Отпуск  / Еда, бухло ";"Melomel";;"Тиньк";"440";RUB;"Тиньк";"0";RUB;"2024-04-27 18:20:43";"2024-05-15 12:28:20";
2024-04-27;"Отпуск  / Еда, бухло ";"CHEBUREKMI";;"Тиньк";"150";RUB;"Тиньк";"0";RUB;"2024-04-27 17:25:41";"2024-05-15 12:28:20";
2024-04-27;"Отпуск  / Еда, бухло ";"Melomel";;"Тиньк";"420";RUB;"Тиньк";"0";RUB;"2024-04-27 18:01:20";"2024-05-15 12:28:20";
2024-04-27;"Отпуск  / Еда, бухло ";"PUPPENHAUS";;"Тиньк";"4290";RUB;"Тиньк";"0";RUB;"2024-04-27 17:12:22";"2024-05-15 12:28:20";
2024-04-27;"Отпуск  / Транспорт, сервис ";"Yandex Bank";;"Тиньк";"1000";RUB;"Тиньк";"0";RUB;"2024-04-27 16:11:03";"2024-05-15 12:33:23";
2024-04-27;"Отпуск  / Еда, бухло ";"MAGAZIN ANGARIYA";;"Тиньк";"184";RUB;"Тиньк";"0";RUB;"2024-04-27 11:38:08";"2024-05-15 12:33:57";
2024-04-27;"Отпуск  / Транспорт, сервис ";"FIXPRICE 4237";;"Тиньк";"24.7";RUB;"Тиньк";"0";RUB;"2024-04-27 10:55:34";"2024-05-15 12:33:23";
2024-04-27;"Отпуск  / Еда, бухло ";"Korobok";;"Тиньк";"1975";RUB;"Тиньк";"0";RUB;"2024-04-27 10:05:37";"2024-05-15 12:28:20";
2024-04-27;"Отпуск  / Развлекуха ";"Gauk Nso Ngkm";;"Тиньк";"300";RUB;"Тиньк";"0";RUB;"2024-04-27 08:02:31";"2024-05-15 12:35:00";
2024-04-27;"Отпуск  / Транспорт, сервис ";"Finskaya Obuv";;"Тиньк";"200";RUB;"Тиньк";"0";RUB;"2024-04-27 07:54:26";"2024-05-15 12:33:23";
2024-04-27;"Отпуск  / Еда, бухло ";"YARCHE";;"Тиньк";"22.99";RUB;"Тиньк";"0";RUB;"2024-04-27 07:23:27";"2024-05-15 12:36:06";
2024-04-27;"Отпуск  / Транспорт, сервис ";"AU 3136";;"Тиньк";"613";RUB;"Тиньк";"0";RUB;"2024-04-27 06:58:34";"2024-05-15 12:36:06";
2024-04-27;"Отпуск  / Еда, бухло ";"AKADEMIYA KOFE";;"Тиньк";"1070";RUB;"Тиньк";"0";RUB;"2024-04-27 06:17:29";"2024-05-15 12:28:20";
2024-04-26;"Отпуск  / Еда, бухло ";"MAGAZIN 8";;"Тиньк";"220";RUB;"Тиньк";"0";RUB;"2024-04-26 19:00:16";"2024-05-15 12:28:20";
2024-04-26;"Подписки ";"PAY.MTS.RU";;"Тиньк";"500";RUB;"Тиньк";"0";RUB;"2024-04-26 19:41:11";"2024-04-27 04:10:39";
2024-04-26;"Отпуск  / Еда, бухло ";"Melomel";;"Тиньк";"420";RUB;"Тиньк";"0";RUB;"2024-04-26 18:06:27";"2024-05-15 12:28:20";
2024-04-26;"Отпуск  / Еда, бухло ";"Mac Eaters";;"Тиньк";"260";RUB;"Тиньк";"0";RUB;"2024-04-26 16:39:40";"2024-05-15 12:28:20";
2024-04-26;"Отпуск  / Еда, бухло ";"Krylya Chaka";;"Тиньк";"1390";RUB;"Тиньк";"0";RUB;"2024-04-26 16:57:00";"2024-05-15 12:28:20";
2024-04-26;"Отпуск  / Еда, бухло ";"Mac Eaters";;"Тиньк";"840";RUB;"Тиньк";"0";RUB;"2024-04-26 16:29:54";"2024-05-15 12:28:20";
2024-04-26;"Отпуск  / Транспорт, сервис ";"NSK METROPOLITEN";;"Тиньк";"35";RUB;"Тиньк";"0";RUB;"2024-04-26 16:09:48";"2024-05-15 12:28:20";
2024-04-26;"Отпуск  / Транспорт, сервис ";"PTSMUP";;"Тиньк";"38";RUB;"Тиньк";"0";RUB;"2024-04-26 14:41:57";"2024-05-15 12:28:20";
2024-04-26;"Транспорт";"Mos.Transport 41, MIRA";;"Тиньк";"0";RUB;"Тиньк";"61";RUB;"2024-04-26 09:53:19";"2024-04-26 14:43:19";
2024-04-26;"Отпуск  / Транспорт, сервис ";"Valitek";;"Тиньк";"600";RUB;"Тиньк";"0";RUB;"2024-04-26 09:03:21";"2024-05-15 12:28:20";
2024-04-26;"Транспорт";"Mos.Transport 41, MIRA";;"Тиньк";"61";RUB;"Тиньк";"0";RUB;"2024-04-26 07:35:41";"2024-04-26 13:58:11";
2024-04-25;;;"Комиссия за перевод СБП  ЛЕЙБОВИЧ НИКИТА МАКСИМОВИЧ в пользу 79852489052";"Альфа ЗП ";"130";RUB;"Альфа ЗП ";"0";RUB;"2024-04-25 20:08:36";"2024-05-15 12:12:14";
2024-04-25;"Зарплата";;"ЗАРПЛАТА ЗА ПЕРВУЮ ПОЛОВИНУ МЕСЯЦА. Основание 7728881950250424SWKC Платёжное поручение №114041 от 25.04.2024.";"Альфа ЗП ";"0";RUB;"Альфа ЗП ";"52380.71";RUB;"2024-04-25 17:28:21";"2024-05-15 12:12:14";
2024-04-25;;;;"Тиньк";"40000";RUB;"Сбережения";"40000";RUB;"2024-04-25 19:08:04";"2024-04-26 13:58:11";
2024-04-25;;;;"Тиньк";"50000";RUB;"Сбережения";"50000";RUB;"2024-04-25 20:09:31";"2024-04-26 13:58:11";
2024-04-25;;;"Перевод денежных средств";"Альфа ЗП ";"52000";RUB;"Тиньк";"52000";RUB;"2024-04-25 20:08:36";"2024-05-15 12:12:14";
2024-04-25;"Сервис/канцелярия ";"OOO ""KOPIKS""";;"Тиньк";"40";RUB;"Тиньк";"0";RUB;"2024-04-25 20:07:29";"2024-04-25 21:03:27";
2024-04-25;"Кредит";;"Пополнение Кубышки";"Тиньк";"329.78";RUB;"Тиньк";"0";RUB;"2024-04-25 19:07:50";"2024-05-05 19:33:27";
2024-04-25;"Зарплата";"Елена М.";;"Тиньк";"0";RUB;"Тиньк";"70000";RUB;"2024-04-25 19:07:30";"2024-04-25 21:03:27";
2024-04-25;"Еда / Продукты";"PEREKRESTOK SLAVYANSKI";;"Тиньк";"155.99";RUB;"Тиньк";"0";RUB;"2024-04-25 16:29:02";"2024-04-25 16:53:10";
2024-04-25;"Еда / Продукты";"KRASNOE I BELOE";;"Тиньк";"103.98";RUB;"Тиньк";"0";RUB;"2024-04-25 16:41:21";"2024-04-25 16:53:10";
2024-04-25;"Еда / Рестораны";"NGON";;"Тиньк";"2077";RUB;"Тиньк";"0";RUB;"2024-04-25 14:43:02";"2024-05-30 09:49:53";
2024-04-25;"Подписки ";"Tinkoff Pro";;"Тиньк";"199";RUB;"Тиньк";"0";RUB;"2024-04-25 14:09:53";"2024-04-25 14:30:29";
2024-04-24;"Еда / Продукты";"Kremenchugskaya 4 Ulic";;"Тиньк";"133";RUB;"Тиньк";"0";RUB;"2024-04-24 20:10:03";"2024-04-25 14:30:29";
2024-04-24;"Подарки";"ZOOMAGAZIN 4 LAPY.";;"Тиньк";"125";RUB;"Тиньк";"0";RUB;"2024-04-24 19:52:38";"2024-04-26 13:58:11";
2024-04-24;"Еда / Продукты";"VKUSVILL 2718_5";;"Тиньк";"162.96";RUB;"Тиньк";"0";RUB;"2024-04-24 19:46:02";"2024-04-24 20:19:06";
2024-04-24;"Еда / Продукты";"KRASNOE I BELOE";;"Тиньк";"99.89";RUB;"Тиньк";"0";RUB;"2024-04-24 19:00:11";"2024-04-24 19:09:07";
2024-04-24;"Еда / Фастфуд/обед/кофе";"Bulka i Kofe";;"Тиньк";"380";RUB;"Тиньк";"0";RUB;"2024-04-24 18:04:11";"2024-04-26 13:58:11";
2024-04-24;"Еда / Рестораны";"Byanbyan";;"Тиньк";"1300";RUB;"Тиньк";"0";RUB;"2024-04-24 16:53:38";"2024-04-24 17:10:42";
2024-04-24;"Сервис/канцелярия ";"Slavyanskij B-R";;"Тиньк";"92";RUB;"Тиньк";"0";RUB;"2024-04-24 14:05:01";"2024-04-24 15:03:13";
2024-04-24;"Еда / Фастфуд/обед/кофе";"Kofejnya Istanbul";;"Тиньк";"100";RUB;"Тиньк";"0";RUB;"2024-04-24 15:02:02";"2024-04-26 13:58:11";
2024-04-23;"Транспорт";"Taxi";;"Pay card";"118";RUB;"Pay card";"0";RUB;"2024-04-23 19:26:36";"2024-05-29 20:02:12";
2024-04-23;"Отпуск  / Транспорт, сервис ";"RZHD";;"Тиньк";"65";RUB;"Тиньк";"0";RUB;"2024-04-23 21:47:26";"2024-05-15 12:33:23";
2024-04-23;"Отпуск  / Еда, бухло ";"Chestnyj Stejk";;"Тиньк";"2550";RUB;"Тиньк";"0";RUB;"2024-04-23 19:09:38";"2024-05-15 12:28:20";
2024-04-23;"Отпуск  / Еда, бухло ";"OOO VESTA";"Кола";"Тиньк";"330";RUB;"Тиньк";"0";RUB;"2024-04-23 19:09:50";"2024-05-15 12:28:20";
2024-04-23;"Отпуск  / Развлекуха ";"MUZEY-ZAPOVEDNIK 2";;"Тиньк";"300";RUB;"Тиньк";"0";RUB;"2024-04-23 16:37:51";"2024-05-15 12:33:23";
2024-04-23;"Отпуск  / Еда, бухло ";"Kofeynya Prosto Kofe";;"Тиньк";"620";RUB;"Тиньк";"0";RUB;"2024-04-23 15:17:53";"2024-05-15 12:28:20";
2024-04-23;"Отпуск  / Еда, бухло ";"OOO Mamuka";;"Тиньк";"2400";RUB;"Тиньк";"0";RUB;"2024-04-23 14:42:59";"2024-05-15 12:28:20";
2024-04-23;"Отпуск  / Еда, бухло ";"PIVOTEKA PINTA_3";;"Тиньк";"790";RUB;"Тиньк";"0";RUB;"2024-04-23 13:23:21";"2024-05-15 12:28:20";
2024-04-23;"Отпуск  / Еда, бухло ";"KRASNOE&BELOE";;"Тиньк";"35.89";RUB;"Тиньк";"0";RUB;"2024-04-23 11:31:14";"2024-05-15 12:28:20";
2024-04-23;"Отпуск  / Транспорт, сервис ";"Тинькофф Банк";"Оставь багаж";"Тиньк";"298";RUB;"Тиньк";"0";RUB;"2024-04-23 11:16:52";"2024-05-15 12:33:23";
2024-04-23;"Отпуск  / Еда, бухло ";"KOFEYNYA UTRO";;"Тиньк";"1750";RUB;"Тиньк";"0";RUB;"2024-04-23 09:52:43";"2024-05-15 12:28:20";
2024-04-23;"Отпуск  / Еда, бухло ";"MINI PEKARNYA PR. OKTY";;"Тиньк";"38";RUB;"Тиньк";"0";RUB;"2024-04-23 09:32:19";"2024-05-15 12:28:20";
2024-04-22;"Транспорт";"Taxi";;"Pay card";"339";RUB;"Pay card";"0";RUB;"2024-04-22 17:31:07";"2024-05-29 20:02:12";
2024-04-22;"Отпуск  / Еда, бухло ";"IP KONURKINA EYU";;"Тиньк";"1600";RUB;"Тиньк";"0";RUB;"2024-04-22 21:50:59";"2024-05-15 12:28:20";
2024-04-22;"Отпуск  / Еда, бухло ";"GALEREYA PIVA";;"Тиньк";"485";RUB;"Тиньк";"0";RUB;"2024-04-22 20:21:52";"2024-05-15 12:28:20";
2024-04-22;"Отпуск  / Еда, бухло ";"Restoran Penaty";;"Тиньк";"4720";RUB;"Тиньк";"0";RUB;"2024-04-22 19:23:51";"2024-05-15 12:28:20";
2024-04-22;"Подарки";"Валерий Г.";"Сережки";"Тиньк";"19900";RUB;"Тиньк";"0";RUB;"2024-04-22 15:35:09";"2024-05-05 19:33:27";
2024-04-22;"Отпуск  / Транспорт, сервис ";"N257-258";"Поезд ";"Тиньк";"215";RUB;"Тиньк";"0";RUB;"2024-04-22 14:19:56";"2024-05-15 12:28:20";
2024-04-22;"Еда / Продукты";"WINELAB.RU";;"Тиньк";"49.99";RUB;"Тиньк";"0";RUB;"2024-04-22 11:11:23";"2024-04-22 14:36:05";
2024-04-22;;;"Перевод денежных средств";"Альфа ЗП ";"24000";RUB;"Тиньк";"24000";RUB;"2024-04-22 10:18:52";"2024-05-15 12:12:14";
2024-04-21;"Еда / Бухло ";"Vento";;"Тиньк";"1000";RUB;"Тиньк";"0";RUB;"2024-04-21 21:24:25";"2024-04-21 22:09:09";
2024-04-21;"Еда / Рестораны";"Vento";;"Тиньк";"200";RUB;"Тиньк";"0";RUB;"2024-04-21 21:24:26";"2024-04-21 22:09:09";
2024-04-21;"Еда / Бухло ";"Craftland";;"Тиньк";"480";RUB;"Тиньк";"0";RUB;"2024-04-21 19:51:37";"2024-04-21 22:09:09";
2024-04-21;"Еда / Рестораны";"Craftland";;"Тиньк";"1460";RUB;"Тиньк";"0";RUB;"2024-04-21 19:51:36";"2024-04-21 22:09:09";
2024-04-21;"Кредит";;"Пополнение Кубышки";"Тиньк";"3254.08";RUB;"Тиньк";"0";RUB;"2024-04-21 22:06:48";"2024-05-05 19:33:27";
2024-04-21;;;;"Сбережения";"20000";RUB;"Тиньк";"20000";RUB;"2024-04-21 22:06:35";"2024-04-22 10:29:54";
2024-04-21;"Еда / Продукты";"PEREKRESTOK";;"Тиньк";"162.48";RUB;"Тиньк";"0";RUB;"2024-04-21 21:38:55";"2024-04-21 21:59:43";
2024-04-21;"Еда / Продукты";"KRASNYJ DRAKON";;"Тиньк";"107";RUB;"Тиньк";"0";RUB;"2024-04-21 20:47:36";"2024-04-21 22:13:01";
2024-04-21;"Еда / Продукты";"KRASNYJ DRAKON";;"Тиньк";"475";RUB;"Тиньк";"0";RUB;"2024-04-21 20:47:58";"2024-04-21 22:13:01";
2024-04-21;"Еда / Продукты";"KRASNYJ DRAKON";;"Тиньк";"57";RUB;"Тиньк";"0";RUB;"2024-04-21 20:49:19";"2024-04-21 22:13:01";
2024-04-21;"Еда / Бухло ";"Craftland";;"Тиньк";"550";RUB;"Тиньк";"0";RUB;"2024-04-21 19:54:37";"2024-04-21 22:09:09";
2024-04-20;"Еда / Продукты";"IP Lyubinetskaya";"Печенье";"Тиньк";"78";RUB;"Тиньк";"0";RUB;"2024-04-20 19:53:34";"2024-04-21 15:22:27";
2024-04-20;"Еда / Продукты";"MAGNIT MM BOTEVGRAD";;"Тиньк";"164.86";RUB;"Тиньк";"0";RUB;"2024-04-20 13:33:20";"2024-04-20 20:53:53";
2024-04-20;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"150.98";RUB;"Тиньк";"0";RUB;"2024-04-20 13:26:49";"2024-04-20 20:53:53";
2024-04-20;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"309.98";RUB;"Тиньк";"0";RUB;"2024-04-20 13:22:41";"2024-04-20 20:53:53";
2024-04-20;"Сервис/канцелярия ";"Evo_Pedant.Ru";;"Тиньк";"590";RUB;"Тиньк";"0";RUB;"2024-04-20 13:16:03";"2024-05-05 19:35:43";
2024-04-20;"Еда / Продукты";"Kremenchugskaya 4 Ulic";"Овоща";"Тиньк";"197";RUB;"Тиньк";"0";RUB;"2024-04-20 13:42:53";"2024-04-21 20:01:14";
2024-04-20;"Еда / Бухло ";"AROMATNYJ MIR";;"Тиньк";"159.99";RUB;"Тиньк";"0";RUB;"2024-04-20 12:59:48";"2024-04-20 13:14:49";
2024-04-20;"Еда / Продукты";"Shaurma Gril";;"Тиньк";"40";RUB;"Тиньк";"0";RUB;"2024-04-20 13:06:16";"2024-04-20 20:53:53";
2024-04-20;"Еда / Продукты";"Imperiya Myasa";;"Тиньк";"471";RUB;"Тиньк";"0";RUB;"2024-04-20 12:57:03";"2024-04-20 13:14:49";
2024-04-20;"Еда / Фастфуд/обед/кофе";"PEKARNYA DELICE";;"Тиньк";"220";RUB;"Тиньк";"0";RUB;"2024-04-20 12:47:11";"2024-04-20 13:14:49";
2024-04-20;"Еда / Фастфуд/обед/кофе";"PEKARNYA DELICE";;"Тиньк";"140";RUB;"Тиньк";"0";RUB;"2024-04-20 12:48:56";"2024-04-20 13:14:49";
2024-04-20;"Подарки";"Людмила Л.";;"Тиньк";"2000";RUB;"Тиньк";"0";RUB;"2024-04-20 09:53:58";"2024-04-21 15:22:27";
2024-04-19;"Транспорт";"Taxi";;"Pay card";"410";RUB;"Pay card";"0";RUB;"2024-04-19 15:34:37";"2024-05-29 20:02:12";
2024-04-19;;;"ОТПУСКНЫЕ. Основание 7728881950190424ODB2 Платёжное поручение №965876 от 19.04.2024.";"Альфа ЗП ";"0";RUB;"Альфа ЗП ";"23818.28";RUB;"2024-04-19 16:58:51";"2024-05-15 12:12:14";
2024-04-19;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"834.94";RUB;"Тиньк";"0";RUB;"2024-04-19 20:20:55";"2024-04-19 22:53:47";
2024-04-19;"Еда / Продукты";"Krasnaya Ikra";;"Тиньк";"601.56";RUB;"Тиньк";"0";RUB;"2024-04-19 20:07:27";"2024-04-19 20:30:42";
2024-04-19;"Еда / Фастфуд/обед/кофе";"Timir";;"Тиньк";"450";RUB;"Тиньк";"0";RUB;"2024-04-19 15:38:04";"2024-04-19 22:54:24";
2024-04-19;;;;"Сбережения";"40000";RUB;"Тиньк";"40000";RUB;"2024-04-19 13:11:23";"2024-04-19 22:54:24";
2024-04-19;"Спорт ";"WORLDCLASS.RU";;"Тиньк";"41850";RUB;"Тиньк";"0";RUB;"2024-04-19 13:12:08";"2024-04-19 13:50:42";
2024-04-18;"Еда / Продукты";"VKUSVILL";;"Тиньк";"225.52";RUB;"Тиньк";"0";RUB;"2024-04-18 12:00:36";"2024-05-14 19:14:06";
2024-04-17;"Еда / Продукты";"PEREKRESTOK SLAVYANSKI";;"Тиньк";"364.94";RUB;"Тиньк";"0";RUB;"2024-04-17 22:06:11";"2024-04-18 10:38:29";
2024-04-17;"Еда / Рестораны";"Tkhali I Karri";;"Тиньк";"3140";RUB;"Тиньк";"0";RUB;"2024-04-17 20:25:06";"2024-04-17 20:43:14";
2024-04-17;"Еда / Продукты";"VKUSVILL";;"Тиньк";"224.39";RUB;"Тиньк";"0";RUB;"2024-04-17 12:30:09";"2024-04-17 15:48:29";
2024-04-16;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"471.33";RUB;"Тиньк";"0";RUB;"2024-04-16 20:04:27";"2024-04-17 15:45:17";
2024-04-16;"Еда / Продукты";"Imperiya Myasa";;"Тиньк";"269";RUB;"Тиньк";"0";RUB;"2024-04-16 19:48:08";"2024-04-16 20:06:07";
2024-04-16;"Еда / Продукты";"Krasnaya Ikra";;"Тиньк";"356.76";RUB;"Тиньк";"0";RUB;"2024-04-16 19:46:09";"2024-04-16 20:06:07";
2024-04-16;"Еда / Продукты";"VKUSVILL 2718_5";;"Тиньк";"311.89";RUB;"Тиньк";"0";RUB;"2024-04-16 19:56:59";"2024-04-17 15:45:17";
2024-04-16;"Еда / Продукты";"VKUSVILL";;"Тиньк";"211.46";RUB;"Тиньк";"0";RUB;"2024-04-16 19:06:44";"2024-04-17 15:48:29";
2024-04-16;"Еда / Продукты";"VKUSVILL";;"Тиньк";"58.2";RUB;"Тиньк";"0";RUB;"2024-04-16 13:47:48";"2024-04-17 15:48:29";
2024-04-15;"Еда / Продукты";"IP GRUZDEV";;"Тиньк";"540";RUB;"Тиньк";"0";RUB;"2024-04-15 19:18:50";"2024-04-15 19:38:20";
2024-04-15;;;;"Тиньк";"500";RUB;"Инвестиции ";"500";RUB;"2024-04-15 17:02:06";"2024-04-15 18:57:12";
2024-04-15;"Еда / Фастфуд/обед/кофе";"Subway";;"Тиньк";"289";RUB;"Тиньк";"0";RUB;"2024-04-15 11:59:12";"2024-04-15 12:21:52";
2024-04-15;"Еда / Продукты";"SPAR EXPRESS";;"Тиньк";"139.9";RUB;"Тиньк";"0";RUB;"2024-04-15 12:11:50";"2024-04-15 17:07:05";
2024-04-15;;;;"Тиньк";"500";RUB;"Инвестиции ";"500";RUB;"2024-04-15 10:06:43";"2024-04-15 18:57:12";
2024-04-14;"Шмот ";"SPORTMASTER8-WEB-VIEW";;"Тиньк";"10658";RUB;"Тиньк";"0";RUB;"2024-04-14 16:05:06";"2024-04-14 16:26:02";
2024-04-14;;;;"Сбережения";"20000";RUB;"Тиньк";"20000";RUB;"2024-04-14 16:05:49";"2024-04-14 17:53:40";
2024-04-14;"Еда / Рестораны";"PHO NGON";;"Тиньк";"2706";RUB;"Тиньк";"0";RUB;"2024-04-14 14:44:59";"2024-04-14 15:26:05";
2024-04-14;"Шмот ";"5 karmanov";;"Тиньк";"14696";RUB;"Тиньк";"0";RUB;"2024-04-14 13:39:06";"2024-04-14 14:02:06";
2024-04-14;;;;"Сбережения";"20000";RUB;"Тиньк";"20000";RUB;"2024-04-14 13:39:30";"2024-04-14 17:53:40";
2024-04-13;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"518.77";RUB;"Тиньк";"0";RUB;"2024-04-13 17:42:21";"2024-04-13 18:02:13";
2024-04-13;"Еда / Продукты";"VKUSVILL 2718_5";;"Тиньк";"170.72";RUB;"Тиньк";"0";RUB;"2024-04-13 17:32:59";"2024-04-13 18:02:13";
2024-04-13;"Еда / Фастфуд/обед/кофе";"drinkit";;"Тиньк";"680";RUB;"Тиньк";"0";RUB;"2024-04-13 16:33:01";"2024-04-13 17:17:02";
2024-04-13;"Еда / Рестораны";"LA MORTACCA";;"Тиньк";"1390";RUB;"Тиньк";"0";RUB;"2024-04-13 15:16:17";"2024-04-13 17:16:58";
2024-04-13;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"349.99";RUB;"Тиньк";"0";RUB;"2024-04-13 09:51:21";"2024-04-13 15:16:34";
2024-04-13;"Еда / Продукты";"VKUSVILL 2718_5";;"Тиньк";"110.58";RUB;"Тиньк";"0";RUB;"2024-04-13 09:49:02";"2024-04-13 15:16:34";
2024-04-12;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"119.99";RUB;"Тиньк";"0";RUB;"2024-04-12 22:20:08";"2024-04-13 09:54:59";
2024-04-12;"Еда / Продукты";"PEREKRESTOK SLAVYANSKI";;"Тиньк";"109.98";RUB;"Тиньк";"0";RUB;"2024-04-12 22:06:17";"2024-04-13 09:54:59";
2024-04-12;"Еда / Рестораны";"MA MI";;"Тиньк";"2210";RUB;"Тиньк";"0";RUB;"2024-04-12 20:31:59";"2024-04-12 20:49:17";
2024-04-12;"Забота о себе";"PTICHKI";;"Тиньк";"1023";RUB;"Тиньк";"0";RUB;"2024-04-12 19:47:07";"2024-04-12 20:49:17";
2024-04-11;"Отпуск  / Авиа билеты ";"BiletDV.ru";;"Тиньк";"15066";RUB;"Тиньк";"0";RUB;"2024-04-11 21:56:00";"2024-05-15 12:28:20";
2024-04-11;;;;"Сбережения";"15000";RUB;"Тиньк";"15000";RUB;"2024-04-11 21:58:25";"2024-04-11 23:08:42";
2024-04-11;"Отпуск  / Авиа билеты ";"KUPIBILET.SBP";;"Тиньк";"29610";RUB;"Тиньк";"0";RUB;"2024-04-11 22:06:04";"2024-05-15 12:28:20";
2024-04-11;"Отпуск  / Авиа билеты ";"Kupibilet";;"Тиньк";"745.76";RUB;"Тиньк";"0";RUB;"2024-04-11 22:05:40";"2024-05-15 12:28:20";
2024-04-11;"Еда / Продукты";"IP Bezryadina V. M.";;"Тиньк";"183";RUB;"Тиньк";"0";RUB;"2024-04-11 20:33:13";"2024-04-11 20:58:58";
2024-04-11;"Еда / Продукты";"PEREKRESTOK DAVYDKOVO";;"Тиньк";"656.03";RUB;"Тиньк";"0";RUB;"2024-04-11 20:48:45";"2024-04-11 22:27:49";
2024-04-11;"Еда / Продукты";"VKUSVILL 2718_1";;"Тиньк";"76.63";RUB;"Тиньк";"0";RUB;"2024-04-11 20:40:45";"2024-04-11 20:58:58";
2024-04-11;"Еда / Продукты";"SPAR EXPRESS";;"Тиньк";"139";RUB;"Тиньк";"0";RUB;"2024-04-11 12:22:26";"2024-04-11 12:58:15";
2024-04-11;"Еда / Продукты";"SPAR EXPRESS";;"Тиньк";"159.9";RUB;"Тиньк";"0";RUB;"2024-04-11 12:22:17";"2024-04-11 12:58:15";
2024-04-11;;;;"Тиньк";"80050";RUB;"Инвестиции ";"80050";RUB;"2024-04-11 11:12:50";"2024-04-11 11:49:31";
2024-04-11;;;;"Тиньк";"100056.8";RUB;"Инвестиции ";"100056.8";RUB;"2024-04-11 10:56:01";"2024-04-11 11:49:31";
2024-04-11;;;;"Тиньк";"100000";RUB;"Инвестиции ";"100000";RUB;"2024-04-11 10:58:31";"2024-04-11 11:49:31";
